file,screen,state,width,height,font,bytes
plan/populated-412x915-font1.0.png,plan,populated,412,915,1.0,31064
plan/populated-412x915-font1.6.png,plan,populated,412,915,1.6,46117
plan/populated-412x915-font2.0.png,plan,populated,412,915,2.0,54439
planDay/empty-412x915-font1.0.png,planDay,empty,412,915,1.0,16821
planDay/empty-412x915-font1.6.png,planDay,empty,412,915,1.6,25081
planDay/empty-412x915-font2.0.png,planDay,empty,412,915,2.0,28672
planDay/populated-412x915-font1.0.png,planDay,populated,412,915,1.0,18937
planDay/populated-412x915-font1.6.png,planDay,populated,412,915,1.6,27486
planDay/populated-412x915-font2.0.png,planDay,populated,412,915,2.0,31315
intro/empty-800x360-font1.0.png,intro,empty,800,360,1.0,172510
intro/empty-800x360-font1.6.png,intro,empty,800,360,1.6,174833
intro/empty-800x360-font2.0.png,intro,empty,800,360,2.0,176330
intro/empty-360x640-font1.0.png,intro,empty,360,640,1.0,113694
intro/empty-360x640-font1.6.png,intro,empty,360,640,1.6,119878
intro/empty-360x640-font2.0.png,intro,empty,360,640,2.0,124778
onboarding/empty-800x360-font1.0.png,onboarding,empty,800,360,1.0,27112
onboarding/empty-800x360-font1.6.png,onboarding,empty,800,360,1.6,34768
onboarding/empty-800x360-font2.0.png,onboarding,empty,800,360,2.0,35255
progress/empty-600x960-font1.0.png,progress,empty,600,960,1.0,87904
progress/empty-600x960-font1.6.png,progress,empty,600,960,1.6,93951
progress/empty-600x960-font2.0.png,progress,empty,600,960,2.0,96325
progress/populated-600x960-font1.0.png,progress,populated,600,960,1.0,88396
progress/populated-600x960-font1.6.png,progress,populated,600,960,1.6,96276
progress/populated-600x960-font2.0.png,progress,populated,600,960,2.0,102447
onboarding/empty-360x640-font1.0.png,onboarding,empty,360,640,1.0,27285
onboarding/empty-360x640-font1.6.png,onboarding,empty,360,640,1.6,42656
onboarding/empty-360x640-font2.0.png,onboarding,empty,360,640,2.0,46579
customWeek/empty-600x960-font1.0.png,customWeek,empty,600,960,1.0,28111
customWeek/empty-600x960-font1.6.png,customWeek,empty,600,960,1.6,44191
customWeek/empty-600x960-font2.0.png,customWeek,empty,600,960,2.0,50610
customWeek/populated-600x960-font1.0.png,customWeek,populated,600,960,1.0,28111
customWeek/populated-600x960-font1.6.png,customWeek,populated,600,960,1.6,44191
customWeek/populated-600x960-font2.0.png,customWeek,populated,600,960,2.0,50610
chooser/empty-412x915-font1.0.png,chooser,empty,412,915,1.0,49691
chooser/empty-412x915-font1.6.png,chooser,empty,412,915,1.6,86948
chooser/empty-412x915-font2.0.png,chooser,empty,412,915,2.0,99887
library/empty-412x915-font1.0.png,library,empty,412,915,1.0,21858
library/empty-412x915-font1.6.png,library,empty,412,915,1.6,27603
library/empty-412x915-font2.0.png,library,empty,412,915,2.0,32195
library/populated-412x915-font1.0.png,library,populated,412,915,1.0,19945
library/populated-412x915-font1.6.png,library,populated,412,915,1.6,26363
library/populated-412x915-font2.0.png,library,populated,412,915,2.0,28965
exerciseDetail/empty-412x915-font1.0.png,exerciseDetail,empty,412,915,1.0,17080
exerciseDetail/empty-412x915-font1.6.png,exerciseDetail,empty,412,915,1.6,23961
exerciseDetail/empty-412x915-font2.0.png,exerciseDetail,empty,412,915,2.0,28518
exerciseDetail/populated-412x915-font1.0.png,exerciseDetail,populated,412,915,1.0,43921
exerciseDetail/populated-412x915-font1.6.png,exerciseDetail,populated,412,915,1.6,60789
exerciseDetail/populated-412x915-font2.0.png,exerciseDetail,populated,412,915,2.0,68401
exerciseDetail/error-412x915-font1.0.png,exerciseDetail,error,412,915,1.0,44595
exerciseDetail/error-412x915-font1.6.png,exerciseDetail,error,412,915,1.6,61060
exerciseDetail/error-412x915-font2.0.png,exerciseDetail,error,412,915,2.0,65704
activityComposer/empty-800x360-font1.0.png,activityComposer,empty,800,360,1.0,16875
activityComposer/empty-800x360-font1.6.png,activityComposer,empty,800,360,1.6,22210
activityComposer/empty-800x360-font2.0.png,activityComposer,empty,800,360,2.0,21013
activityComposer/cardio-800x360-font1.0.png,activityComposer,cardio,800,360,1.0,15710
activityComposer/cardio-800x360-font1.6.png,activityComposer,cardio,800,360,1.6,20704
activityComposer/cardio-800x360-font2.0.png,activityComposer,cardio,800,360,2.0,19254
